Ort,PLZ,Gemeindename,Kantonskürzel,Einwohner,YB (absolut),YB (relativ),SCB (absolut),SCB (relativ)
Surrein,7173,Sumvitg,GR,224,0,0,0,0
Sursee,6210,Sursee,LU,9160,1,0.1091703057,6,0.6550218341
Suscévaz,1437,Suscévaz,VD,195,0,0,0,0
Susch,7542,Zernez,GR,204,0,0,0,0
Susten,3952,Leuk,VS,2569,0,0,0,0
Sutz,2572,Sutz-Lattrigen,BE,1384,2,1.445086705,2,1.445086705
Syens,1510,Syens,VD,5667,1,0.1764602082,3,0.5293806247
Tafers,1712,Tafers,FR,3147,3,0.9532888465,3,0.9532888465
Tagelswangen,8317,Lindau,ZH,1973,0,0,1,0.506842372
Tägerig,5522,Tägerig,AG,1410,0,0,0,0
Tägerschen,9554,Tobel-Tägerschen,TG,567,0,0,0,0
Tägertschi,3111,Tägertschi,BE,409,2,4.88997555,2,4.88997555
Tägerwilen,8274,Tägerwilen,TG,4282,0,0,0,0
Tamins,7015,Tamins,GR,1202,0,0,0,0
Tann,8632,Dürnten,ZH,3386,1,0.2953337271,1,0.2953337271
Tannay,1295,Tannay,VD,1929,0,0,0,0
Tarasp,7553,Scuol,GR,205,0,0,0,0
Tartar,7422,Cazis,GR,155,0,0,0,0
Tartegnin,1180,Tartegnin,VD,5921,0,0,1,0.1688903901
Täsch,3929,Täsch,VS,1212,0,0,0,0
Tatroz,1617,Attalens,FR,993,0,0,0,0
Täuffelen,2575,Täuffelen,BE,1383,15,10.84598698,2,1.446131598
Tavanasa,7162,Breil/Brigels,GR,109,0,0,0,0
Tavannes,2710,Tavannes,BE,3443,3,0.8713331397,4,1.16177752
Taverne,6807,Torricella-Taverne,TI,2048,0,0,0,0
Tecknau,4492,Tecknau,BL,853,0,0,2,2.344665885
Tegerfelden,5306,Tegerfelden,AG,1119,0,0,0,0
Tegna,6652,Terre di Pedemonte,TI,859,0,0,0,0
Tenero,6598,Tenero-Contra,TI,2350,0,0,0,0
Tenna,7106,Safiental,GR,122,0,0,0,0
Tenniken,4456,Tenniken,BL,887,0,0,1,1.127395716
Tennwil,5617,Meisterschwanden,AG,444,0,0,1,2.252252252
Tentlingen,1734,Tentlingen,FR,1227,0,0,0,0
Termen,3912,Termen,VS,840,0,0,0,0
Termine,6998,Monteggio,TI,333,0,0,0,0
Territet,1820,Montreux,VD,13072,0,0,1,0.076499388
Tersnaus,7116,Lumnezia,GR,45,0,0,0,0
Tesserete,6950,Capriasca,TI,1496,0,0,0,0
Teufen AR,9053,Teufen (AR),AR,3987,0,0,0,0
Teufen ZH,8428,Freienstein-Teufen,ZH,440,0,0,0,0
Teufenthal AG,5723,Teufenthal (AG),AG,1596,0,0,0,0
Teuffenthal b. Thun,3623,Teuffenthal (BE),BE,163,0,0,0,0
Thal,9425,Thal,SG,2975,0,0,0,0
Thalheim AG,5112,Thalheim (AG),AG,764,0,0,1,1.308900524
Thalheim an der Thur,8478,Thalheim an der Thur,ZH,916,0,0,0,0
Thalkirch,7109,Safiental,GR,75,0,0,0,0
Thalwil,8800,Thalwil,ZH,14922,0,0,2,0.1340302908
Thayngen,8240,Thayngen,SH,4279,0,0,0,0
Theilingen,8484,Weisslingen,ZH,2695,0,0,0,0
Therwil,4106,Therwil,BL,9867,2,0.2026958549,1,0.1013479274
Thielle,2075,La Tène,NE,231,0,0,0,0
Thierachern,3634,Thierachern,BE,2460,10,4.06504065,9,3.658536585
Thierrens,1410,Montanaire,VD,771,0,0,0,0
Thônex,1226,Thônex,GE,13756,0,0,0,0
Thônex,1226,Thônex,GE,13756,0,0,0,0
Thörigen,3367,Thörigen,BE,1046,5,4.780114723,4,3.824091778
Thörishaus,3174,Köniz,BE,2120,30,14.1509434,30,14.1509434
Thun,3600,Thun,BE,17041,55,3.227510123,75,4.401150167
Thun,3603,Thun,BE,2688,3,1.116071429,12,4.464285714
Thun,3604,Thun,BE,15381,36,2.340550029,95,6.176451466
Thun,3608,Thun,BE,2512,11,4.378980892,13,5.175159236
Thundorf,8512,Thundorf,TG,1023,0,0,0,0
Thunstetten,4922,Thunstetten,BE,1963,5,2.547121752,12,6.113092206
Thürnen,4441,Thürnen,BL,1345,0,0,0,0
Thusis,7430,Thusis,GR,2946,0,0,0,0
Thyon,1988,Vex,VS,20,0,0,0,0
Tiefencastel,7450,Albula/Alvra,GR,248,0,0,0,0
Tinizong,7453,Surses,GR,243,0,0,0,0
Titterten,4425,Titterten,BL,417,0,0,0,0
Tobel,9555,Tobel-Tägerschen,TG,911,0,0,0,0
Toffen,3125,Toffen,BE,2546,33,12.96150825,32,12.56873527
Tolochenaz,1131,Tolochenaz,VD,1784,0,0,0,0
Törbel,3923,Törbel,VS,476,0,0,0,0
Torgon,1899,Vionnaz,VS,938,0,0,0,0
Torny-le-Grand,1748,Torny,FR,473,0,0,0,0
Torre,6717,Blenio,TI,245,0,0,0,0
Torricella,6808,Torricella-Taverne,TI,1019,0,0,0,0
Trachselwald,3456,Trachselwald,BE,159,0,0,0,0
Trachslau,8840,Einsiedeln,SZ,8985,0,0,0,0
Tramelan,2720,Tramelan,BE,3949,5,1.266143327,18,4.558115979
Trans,7407,Domleschg,GR,47,0,0,0,0
Trasadingen,8219,Trasadingen,SH,595,0,0,0,0
Travers,2105,Val-de-Travers,NE,1225,0,0,1,0.8163265306
Treiten,3226,Treiten,BE,422,6,14.21800948,3,7.109004739
Trélex,1270,Trélex,VD,1419,0,0,0,0
Tremona,6865,Mendrisio,TI,405,0,0,0,0
Trey,1552,Trey,VD,258,0,0,1,3.875968992
Treycovagnes,1436,Treycovagnes,VD,460,0,0,0,0
Treyfayes,1626,Sâles,FR,358,0,0,0,0
Treytorrens (Payerne),1538,Treytorrens (Payerne),VD,127,0,0,0,0
Treyvaux,1733,Treyvaux,FR,1447,0,0,0,0
Triboltingen,8273,Ermatingen,TG,393,0,0,0,0
Triengen,6234,Triengen,LU,3186,0,0,0,0
Trient,1929,Trient,VS,161,0,0,0,0
Trimbach,4632,Trimbach,SO,6454,3,0.4648280136,4,0.6197706848
Trimmis,7203,Trimmis,GR,2862,0,0,1,0.3494060098
Trimstein,3083,Münsingen,BE,496,4,8.064516129,6,12.09677419
Trin,7014,Trin,GR,774,0,0,0,0
Trin Mulin,7016,Trin,GR,491,0,0,0,0
Trogen,9043,Trogen,AR,1696,0,0,0,0
Trogne (St-Martin),1969,Saint-Martin (VS),VS,418,0,0,0,0
Troinex,1256,Troinex,GE,2295,0,0,0,0
Troistorrents,1872,Troistorrents,VS,3637,0,0,0,0
Trub,3556,Trub,BE,963,0,0,1,1.038421599
Trübbach,9477,Wartau,SG,1304,0,0,0,0
Trubschachen,3555,Trubschachen,BE,1423,1,0.7027406887,3,2.108222066
Trüllikon,8466,Trüllikon,ZH,615,0,0,0,0
Trun,7166,Trun,GR,1043,0,0,0,0
Truttikon,8467,Truttikon,ZH,450,0,0,0,0
Tschappina,7428,Tschappina,GR,138,0,0,0,0
Tscheppach,4576,Buchegg,SO,186,0,0,2,10.75268817
Tscherlach,8881,Walenstadt,SG,209,0,0,0,0
Tschiertschen,7064,Tschiertschen-Praden,GR,207,0,0,0,0
Tschierv,7532,Val Müstair,GR,181,0,0,0,0
Tschingel ob Gunten,3656,Sigriswil,BE,402,4,9.950248756,1,2.487562189
Tschlin,7559,Valsot,GR,174,0,0,0,0
Tschugg,3233,Tschugg,BE,447,2,4.474272931,5,11.18568233
Tübach,9327,Tübach,SG,1316,0,0,0,0
Tuggen,8856,Tuggen,SZ,3065,0,0,0,0
Tumegl/Tomils,7418,Domleschg,GR,354,0,0,0,0
Turbach,3781,Saanen,BE,231,0,0,1,4.329004329
Turbenthal,8488,Turbenthal,ZH,4145,0,0,0,0
Turgi,5300,Turgi,AG,2956,0,0,0,0
Turin (Salins),1991,Sion,VS,457,0,0,0,0
Turtmann,3946,Turtmann-Unterems,VS,1039,0,0,0,0
Tüscherz-Alfermée,2512,Twann-Tüscherz,BE,292,2,6.849315068,0,0
Tuttwil,9546,Wängi,TG,499,0,0,2,4.008016032
Twann,2513,Twann-Tüscherz,BE,821,1,1.218026797,0,0
Udligenswil,6044,Udligenswil,LU,2174,0,0,0,0
Ueberstorf,3182,Ueberstorf,FR,2387,11,4.608294931,7,2.93255132
Uebeschi,3635,Uebeschi,BE,664,1,1.506024096,6,9.036144578
Ueken,5028,Ueken,AG,845,0,0,0,0
Uerikon,8713,Stäfa,ZH,3065,0,0,0,0
Uerkheim,4813,Uerkheim,AG,1303,0,0,0,0
Uerschhausen,8537,Hüttwilen,TG,516,0,0,0,0
Uerzlikon,8926,Kappel am Albis,ZH,448,0,0,2,4.464285714
Uesslingen,8524,Uesslingen-Buch,TG,766,0,0,0,0
Uetendorf,3661,Uetendorf,BE,5967,24,4.022121669,66,11.06083459
Uetikon am See,8707,Uetikon am See,ZH,5895,0,0,0,0
Uetliberg,8143,Stallikon,ZH,3309,0,0,0,0
Uetliburg SG,8738,Gommiswald,SG,1233,0,0,0,0
Uettligen,3043,Wohlen bei Bern,BE,1618,21,12.9789864,24,14.83312732
Uezwil,5619,Uezwil,AG,959,0,0,2,2.085505735
Uffikon,6253,Dagmersellen,LU,711,0,0,0,0
Ufhusen,6153,Ufhusen,LU,862,0,0,0,0
Uhwiesen,8248,Laufen-Uhwiesen,ZH,1497,0,0,0,0
Uitikon Waldegg,8142,Uitikon,ZH,3928,0,0,0,0
Ulisbach,9631,Wattwil,SG,1099,0,0,0,0
Ulmiz,3214,Ulmiz,FR,398,4,10.05025126,2,5.025125628
Ulrichen,3988,Obergoms,VS,208,0,0,0,0
Umiken,5222,Brugg,AG,1206,0,0,0,0
Undervelier,2863,Haute-Sorne,JU,289,0,0,1,3.460207612
Unterägeri,6314,Unterägeri,ZG,8008,0,0,1,0.1248751249
Unterbach BE,3857,Meiringen,BE,285,0,0,1,3.50877193
Unterbäch VS,3944,Unterbäch,VS,411,0,0,0,0
Untereggen,9033,Untereggen,SG,1031,0,0,0,0
Unterems,3948,Turtmann-Unterems,VS,86,0,0,0,0
Unterendingen,5305,Endingen,AG,376,0,0,0,0
Unterengstringen,8103,Unterengstringen,ZH,3456,0,0,0,0
Unterentfelden,5035,Unterentfelden,AG,4066,2,0.4918839154,1,0.2459419577
Unteriberg,8842,Unteriberg,SZ,1903,0,0,0,0
Unterkulm,5726,Unterkulm,AG,2909,0,0,0,0
Unterlangenegg,3614,Unterlangenegg,BE,920,1,1.086956522,1,1.086956522
Unterlunkhofen,8918,Unterlunkhofen,AG,1244,0,0,0,0
Unterramsern,4588,Unterramsern,SO,212,3,14.1509434,4,18.86792453
Unterrindal,9604,Lütisburg,SG,767,0,0,0,0
Unterschächen,6465,Unterschächen,UR,705,0,0,0,0
Unterseen,3800,Unterseen,BE,5659,27,4.771160983,24,4.241031984
Untersiggenthal,5417,Untersiggenthal,AG,6466,1,0.1546551191,1,0.1546551191
Unterstammheim,8476,Unterstammheim,ZH,886,0,0,0,0
Untersteckholz,4916,Langenthal,BE,176,0,0,1,5.681818182
Unterterzen,8882,Quarten,SG,763,0,0,0,0
Untervaz,7204,Untervaz,GR,2426,0,0,0,0
Untervaz Bahnhof,7201,Trimmis,GR,17,0,0,0,0
Unterwasser,9657,Wildhaus-Alt St. Johann,SG,750,0,0,0,0
Uors (Lumnezia),7114,Lumnezia,GR,77,0,0,0,0
Urdorf,8902,Urdorf,ZH,9526,2,0.2099517111,4,0.4199034222
Urmein,7427,Urmein,GR,128,0,0,0,0
Urnäsch,9107,Urnäsch,AR,2245,0,0,0,0
Urnerboden,8751,Spiringen,UR,36,0,0,0,0
Ursenbach,4937,Ursenbach,BE,907,3,3.307607497,2,2.205071665
Ursins,1412,Ursins,VD,238,0,0,0,0
Urswil,6280,Hochdorf,LU,7754,0,0,0,0
Ursy,1670,Ursy,FR,1181,0,0,0,0
Urtenen-Schönbühl,3322,Urtenen-Schönbühl,BE,6084,138,22.68244576,9,1.479289941
Uster,8610,Uster,ZH,27829,1,0.03593373819,3,0.1078012146
Uttigen,3628,Uttigen,BE,1895,11,5.80474934,20,10.55408971
Uttwil,8592,Uttwil,TG,1815,0,0,0,0
Utzenstorf,3427,Utzenstorf,BE,4123,50,12.12709192,53,12.85471744
Utzigen,3068,Vechigen,BE,1672,19,11.36363636,21,12.55980861
Uvrier,1958,Sion,VS,2213,0,0,0,0
Uznach,8730,Uznach,SG,6144,0,0,0,0
Uzwil,9240,Uzwil,SG,4421,0,0,0,0
Vacallo,6833,Vacallo,TI,3276,0,0,0,0
Vadura,7314,Pfäfers,SG,65,0,0,0,0
Vaglio,6947,Capriasca,TI,381,0,0,0,0
Vaglio,6947,Capriasca,TI,381,0,0,0,0
Vairano,6575,Gambarogno,TI,435,0,0,0,0
Val-d'Illiez,1873,Val-d'Illiez,VS,1508,0,0,0,0
Valangin,2042,Valangin,NE,485,0,0,0,0
Valbella,7077,Vaz/Obervaz,GR,713,0,0,0,0
Valchava,7535,Val Müstair,GR,160,0,0,0,0
Valendas,7122,Safiental,GR,307,0,0,0,0
Valens,7317,Pfäfers,SG,313,0,0,0,0
Valeyres-sous-Montagny,1441,Valeyres-sous-Montagny,VD,656,0,0,1,1.524390244
Valeyres-sous-Rances,1358,Valeyres-sous-Rances,VD,577,0,0,0,0
Valeyres-sous-Ursins,1412,Valeyres-sous-Ursins,VD,238,0,0,0,0
Vallamand,1586,Vully-les-Lacs,VD,484,0,0,0,0
Vallon,1565,Vallon,FR,319,0,0,0,0
Vallorbe,1337,Vallorbe,VD,3610,0,0,2,0.5540166205
Vals,7132,Vals,GR,981,0,0,0,0
Valzeina,7213,Grüsch,GR,121,0,0,0,0
Vandoeuvres,1253,Vandoeuvres,GE,2572,0,0,0,0
Varen,3953,Varen,VS,955,0,0,0,0
Varenzo,6777,Quinto,TI,225,0,0,0,0
Vasön,7317,Pfäfers,SG,313,0,0,0,0
Vättis,7315,Pfäfers,SG,431,0,0,0,0
Vattiz,7146,Lumnezia,GR,70,0,0,0,0
Vauderens,1675,Ursy,FR,701,0,0,0,0
Vauffelin,2537,Sauge,BE,243,0,0,0,0
Vaugondry,1423,Tévenon,VD,597,0,0,0,0
Vaulion,1325,Vaulion,VD,464,0,0,0,0
Vaulruz,1627,Vaulruz,FR,1035,1,0.9661835749,0,0
Vaumarcus,2028,Vaumarcus,NE,265,0,0,0,0
Vaux-sur-Morges,1126,Vaux-sur-Morges,VD,180,0,0,0,0
Vaz/Obervaz,7082,Vaz/Obervaz,GR,470,0,0,0,0
Vella,7144,Lumnezia,GR,484,0,0,0,0
Vellerat,2830,Vellerat,JU,2722,0,0,0,0
Veltheim AG,5106,Veltheim (AG),AG,1413,0,0,0,0
Vendlincourt,2943,Vendlincourt,JU,557,0,0,0,0
Vens (Sembrancher),1933,Vollèges,VS,766,0,0,0,0
Venthône,3973,Venthône,VS,1219,0,0,0,0
Verbier,1936,Bagnes,VS,3276,0,0,0,0
Vercorin,3967,Chalais,VS,673,0,0,0,0
Verdabbio,6538,Verdabbio,GR,161,0,0,0,0
Verdabbio,6538,Verdabbio,GR,161,0,0,0,0
Verdasio,6655,Centovalli,TI,390,0,0,1,2.564102564
Vergeletto,6664,Vergeletto,TI,59,0,0,0,0
Vermes,2829,Val Terbi,JU,321,0,0,1,3.115264798
Vernamiège,1961,Mont-Noble,VS,177,0,0,0,0
Vernate,6992,Vernate,TI,586,0,0,0,0
Vernayaz,1904,Vernayaz,VS,1875,0,0,0,0
Vernier,1214,Vernier,GE,8545,0,0,0,0
Vérossaz,1891,Vérossaz,VS,679,0,0,0,0
Vers-chez-Perrin,1551,Payerne,VD,301,0,0,0,0
Vers-l'Eglise,1864,Ormont-Dessus,VD,252,0,0,0,0
Versam,7104,Safiental,GR,169,0,0,0,0
Versam,7104,Safiental,GR,169,0,0,0,0
Verscio,6653,Terre di Pedemonte,TI,1167,0,0,0,0
Versegères,1947,Bagnes,VS,906,0,0,0,0
Versoix,1290,Versoix,GE,13021,0,0,0,0
Vésenaz,1222,Collonge-Bellerive,GE,4967,0,0,0,0
Vesin,1483,Cugy (FR),FR,403,0,0,0,0
Vessy,1234,Veyrier,GE,5191,0,0,0,0
Vétroz,1963,Vétroz,VS,5407,0,0,0,0
Vevey,1800,Vevey,VD,18906,0,0,1,0.0528932614
Vex,1981,Vex,VS,1501,0,0,0,0
Veyras,3968,Veyras,VS,1760,0,0,0,0
Veyrier,1255,Veyrier,GE,5608,0,0,0,0
Veysonnaz,1993,Veysonnaz,VS,595,0,0,0,0
Veytaux,1820,Veytaux,VD,13072,0,0,1,0.076499388
Vezia,6943,Vezia,TI,1966,0,0,0,0
Vezio,6938,Alto Malcantone,TI,245,0,0,0,0
Viano,7747,Brusio,GR,84,0,0,0,0
Vich,1267,Vich,VD,759,0,0,0,0
Vichères (Liddes),1945,Liddes,VS,669,0,0,0,0
Vico Morcote,6921,Vico Morcote,TI,377,0,0,0,0
Vicosoprano,7603,Bregaglia,GR,268,0,0,0,0
Vicques,2824,Val Terbi,JU,1806,0,0,0,0
Vielbringen b. Worb,3075,Worb,BE,3621,52,14.36067385,27,7.456503728
Viganello,6962,Lugano,TI,4544,0,0,0,0
Vignogn,7147,Lumnezia,GR,157,0,0,0,0
Vilars NE,2063,Val-de-Ruz,NE,228,0,0,0,0
Villa (Ayent),1966,Ayent,VS,301,0,0,1,3.322259136
Villa (Evolène),1985,Evolène,VS,169,0,0,1,5.917159763
Villa Bedretto,6781,Bedretto,TI,45,0,0,0,0
Villa Luganese,6966,Lugano,TI,456,0,0,0,0
Villaraboud,1679,Siviriez,FR,409,0,0,0,0
Villarbeney,1652,Botterens,FR,418,0,0,0,0
Villard-sur-Chamby,1832,Montreux,VD,386,0,0,0,0
Villarepos,1583,Villarepos,FR,607,0,0,0,0
Villargiroud,1694,Villorsonnens,FR,292,1,3.424657534,0,0
Villariaz,1685,Vuisternens-devant-Romont,FR,348,0,0,0,0
Villarimboud,1691,La Folliaz,FR,532,0,0,0,0
Villarlod,1695,Gibloux,FR,360,2,5.555555556,1,2.777777778
Villars-Bozon,1148,L'Isle,VD,722,0,0,0,0
Villars-Bramard,1682,Valbroye,VD,150,0,0,0,0
Villars-Burquin,1423,Tévenon,VD,597,0,0,0,0
Villars-Epeney,1404,Villars-Epeney,VD,195,0,0,0,0
Villars-le-Comte,1515,Villars-le-Comte,VD,157,0,0,2,12.7388535
Villars-le-Grand,1584,Vully-les-Lacs,VD,322,0,0,0,0
Villars-le-Terroir,1040,Villars-le-Terroir,VD,5391,0,0,1,0.1854943424
Villars-Mendraz,1061,Jorat-Menthue,VD,240,0,0,0,0
Villars-sous-Champvent,1443,Champvent,VD,356,0,0,0,0
Villars-sous-Mont,1666,Bas-Intyamon,FR,772,0,0,0,0
Villars-sous-Yens,1168,Villars-sous-Yens,VD,560,0,0,0,0
Villars-Ste-Croix,1029,Villars-Sainte-Croix,VD,671,0,0,0,0
Villars-sur-Fontenais,2903,Fontenais,JU,213,0,0,0,0
Villars-sur-Glâne,1752,Villars-sur-Glâne,FR,12057,0,0,1,0.08293937132
Villars-sur-Ollon,1884,Ollon,VD,1376,0,0,2,1.453488372
Villars-Tiercelin,1058,Jorat-Menthue,VD,485,0,0,0,0
Villarsel-le-Gibloux,1695,Gibloux,FR,360,2,5.555555556,1,2.777777778
Villarsel-sur-Marly,1723,Villarsel-sur-Marly,FR,7919,4,0.5051142821,0,0
Villarsiviriaux,1694,Villorsonnens,FR,292,1,3.424657534,0,0
Villarvolard,1651,Corbières,FR,266,0,0,0,0
Villarzel,1555,Villarzel,VD,172,0,0,0,0
Villaz-St-Pierre,1690,Villaz-Saint-Pierre,FR,1189,0,0,1,0.8410428932
Villeneuve FR,1527,Villeneuve (FR),FR,375,0,0,0,0
Villeneuve VD,1844,Villeneuve (VD),VD,5157,0,0,0,0
Villeret,2613,Villeret,BE,923,0,0,0,0
Villette (Lavaux),1096,Bourg-en-Lavaux,VD,1697,0,0,0,0
Villiers,2057,Val-de-Ruz,NE,528,0,0,2,3.787878788
Villigen,5234,Villigen,AG,1588,0,0,0,0
Villmergen,5612,Villmergen,AG,6377,2,0.3136270974,2,0.3136270974
Villnachern,5213,Villnachern,AG,1533,0,0,0,0
Vilters,7324,Vilters-Wangs,SG,2133,0,0,0,0
Vinelz,3234,Vinelz,BE,841,2,2.378121284,10,11.89060642
Vinzel,1184,Vinzel,VD,598,0,0,0,0
Vionnaz,1895,Vionnaz,VS,1417,0,0,0,0
Vira (Gambarogno),6574,Gambarogno,TI,583,0,0,0,0
Visp,3930,Visp,VS,6925,0,0,1,0.1444043321
Visperterminen,3932,Visperterminen,VS,1383,0,0,0,0
Vissoie,3961,Anniviers,VS,457,0,0,0,0
Vitznau,6354,Vitznau,LU,1249,0,0,0,0
Vnà,7557,Valsot,GR,74,0,0,0,0
Vogelsang AG,5412,Gebenstorf,AG,4338,1,0.2305209774,1,0.2305209774
Vogorno,6632,Vogorno,TI,270,0,0,0,0
Volken,8459,Volken,ZH,306,0,0,0,0
Volketswil,8604,Volketswil,ZH,16283,0,0,2,0.1228274888
Vollèges,1941,Vollèges,VS,913,0,0,0,0
Vordemwald,4803,Vordemwald,AG,1820,2,1.098901099,6,3.296703297
Vorderthal,8857,Vorderthal,SZ,1015,0,0,0,0
Vouvry,1896,Vouvry,VS,3579,0,0,2,0.5588153115
Vrin,7149,Lumnezia,GR,170,0,0,0,0
Vuadens,1628,Vuadens,FR,2204,0,0,0,0
Vuarmarens,1674,Ursy,FR,364,0,0,0,0
Vuarrens,1418,Vuarrens,VD,895,0,0,0,0
Vucherens,1509,Vucherens,VD,508,0,0,0,0
Vufflens-la-Ville,1302,Vufflens-la-Ville,VD,1222,0,0,0,0
Vufflens-le-Château,1134,Vufflens-le-Château,VD,825,0,0,1,1.212121212
Vugelles-La Mothe,1431,Vugelles-La Mothe,VD,131,0,0,0,0
Vuibroye,1610,Oron,VD,1748,0,0,0,0
Vuippens,1633,Marsens,FR,1478,0,0,0,0
Vuissens,1486,Vuissens,FR,253,0,0,0,0
Vuisternens-devant-Romont,1687,Vuisternens-devant-Romont,FR,709,0,0,0,0
Vuisternens-en-Ogoz,1696,Gibloux,FR,975,0,0,2,2.051282051
Vuiteboeuf,1445,Vuiteboeuf,VD,538,0,0,0,0
Vulliens,1085,Vulliens,VD,431,0,0,0,0
Vullierens,1115,Vullierens,VD,446,0,0,0,0
Vulpera,7552,Scuol,GR,153,0,0,0,0
Wabern,3084,Köniz,BE,6823,132,19.34632859,74,10.84566906
Wädenswil,8820,Wädenswil,ZH,15558,0,0,0,0
Wagen,8646,Rapperswil-Jona,SG,1161,0,0,0,0
Wagenhausen,8259,Wagenhausen,TG,698,0,0,0,0
Wagerswil,8564,Wigoltingen,TG,82,0,0,0,0
Wahlen b. Laufen,4246,Wahlen,BL,1399,0,0,5,3.573981415
Wahlendorf,3046,Meikirch,BE,469,4,8.528784648,3,6.396588486
Walchwil,6318,Walchwil,ZG,3626,0,0,0,0
Wald AR,9044,Wald (AR),AR,832,0,0,0,0
Wald ZH,8636,Wald (ZH),ZH,7405,0,0,0,0
Walde AG,5046,Schmiedrued,AG,443,0,0,1,2.257336343
Walde SG,8727,Eschenbach (SG),SG,247,0,0,0,0
Waldenburg,4437,Waldenburg,BL,1183,0,0,7,5.917159763
Waldhäusern AG,5624,Bünzen,AG,912,1,1.096491228,2,2.192982456
Wäldi,8564,Wäldi,TG,82,0,0,0,0
Waldkirch,9205,Waldkirch,SG,2526,0,0,0,0
Waldstatt,9104,Waldstatt,AR,1790,0,0,0,0
Walenstadt,8880,Walenstadt,SG,4222,0,0,0,0
Walenstadtberg,8881,Walenstadt,SG,209,0,0,0,0
Walkringen,3512,Walkringen,BE,1249,9,7.205764612,6,4.803843074
Wallbach,4323,Wallbach,AG,1876,0,0,0,0
Wallenbuch,3206,Gurmels,FR,669,3,4.484304933,3,4.484304933
Wallenried,1784,Wallenried,FR,2060,0,0,1,0.4854368932
Wallenwil,8360,Eschlikon,TG,2922,0,0,5,1.711156742
Wallisellen,8304,Wallisellen,ZH,14858,0,0,5,0.336519047
Walliswil b. Niederbipp,3380,Walliswil bei Niederbipp,BE,2156,6,2.782931354,11,5.102040816
Walliswil b. Wangen,3377,Walliswil bei Wangen,BE,580,0,0,5,8.620689655
Walperswil,3272,Walperswil,BE,959,3,3.128258603,13,13.55578728
Waltalingen,8468,Waltalingen,ZH,343,0,0,0,0
Waltensburg/Vuorz,7158,Waltensburg/Vuorz,GR,338,0,0,0,0
Waltenschwil,5622,Waltenschwil,AG,2619,2,0.7636502482,0,0
Walterswil BE,4942,Walterswil (BE),BE,294,3,10.20408163,3,10.20408163
Walterswil SO,5746,Walterswil (SO),SO,727,0,0,1,1.375515818
Walzenhausen,9428,Walzenhausen,AR,2052,0,0,0,0
Wangen an der Aare,3380,Wangen an der Aare,BE,2156,6,2.782931354,11,5.102040816
Wangen b. Dübendorf,8602,Wangen-Brüttisellen,ZH,2923,0,0,1,0.3421142662
Wangen b. Olten,4612,Wangen bei Olten,SO,4906,3,0.6114961272,6,1.222992254
Wangen SZ,8855,Wangen (SZ),SZ,4742,0,0,0,0
Wangenried,3374,Wangenried,BE,409,0,0,1,2.444987775
Wängi,9545,Wängi,TG,3950,0,0,1,0.253164557
Wangs,7323,Vilters-Wangs,SG,2405,0,0,1,0.4158004158
Wanzwil,3372,Heimenhausen,BE,207,0,0,0,0
Warth,8532,Warth-Weiningen,TG,694,0,0,0,0
Wasen im Emmental,3457,Sumiswald,BE,1877,1,0.5327650506,9,4.794885456
Wassen UR,6484,Wassen,UR,354,0,0,0,0
Wasserauen,9057,Schwende,AI,1863,0,0,0,0
Wasterkingen,8195,Wasterkingen,ZH,575,0,0,0,0
Watt,8105,Regensdorf,ZH,9196,0,0,6,0.6524575903
Wattenwil,3665,Wattenwil,BE,2765,15,5.424954792,22,7.956600362
Wattwil,9630,Wattwil,SG,7006,0,0,0,0
Wauwil,6242,Wauwil,LU,1874,0,0,1,0.5336179296
Wavre,2075,La Tène,NE,231,0,0,0,0
Weesen,8872,Weesen,SG,1583,0,0,0,0
Wegenstetten,4317,Wegenstetten,AG,1048,0,0,0,0
Weggis,6353,Weggis,LU,4133,0,0,1,0.2419549964
Weiach,8187,Weiach,ZH,1077,0,0,0,0
Weier im Emmental,3462,Affoltern im Emmental,BE,407,1,2.457002457,0,0
Weinfelden,8570,Weinfelden,TG,10877,0,0,0,0
Weingarten-Kalthäusern,9508,Lommis,TG,406,0,0,0,0
Weiningen TG,8532,Warth-Weiningen,TG,694,0,0,0,0
Weiningen ZH,8104,Weiningen (ZH),ZH,2456,0,0,1,0.4071661238
Weissbad,9057,Schwende,AI,1863,0,0,0,0
Weissenburg,3764,Därstetten,BE,432,0,0,3,6.944444444
Weissenstein b. Solothurn,4515,Oberdorf (SO),SO,1639,0,0,0,0
Weisslingen,8484,Weisslingen,ZH,2695,0,0,0,0
Weisstannen,7326,Mels,SG,100,0,0,0,0
Weite,9476,Wartau,SG,1180,0,0,0,0
Welschenrohr,4716,Welschenrohr,SO,1089,5,4.591368228,3,2.754820937
Wengen,3823,Lauterbrunnen,BE,980,0,0,0,0
Wengi b. Büren,3251,Wengi,BE,605,4,6.611570248,7,11.57024793
Wengi b. Frutigen,3714,Reichenbach im Kandertal,BE,6010,6,0.9983361065,28,4.65890183
Wenslingen,4493,Wenslingen,BL,712,0,0,0,0
Werdenberg,9470,Grabs,SG,11938,0,0,1,0.08376612498
Wergenstein,7433,Casti-Wergenstein,GR,188,0,0,0,0
Wermatswil,8615,Uster,ZH,1337,0,0,0,0
Wernetshausen,8342,Hinwil,ZH,940,0,0,0,0
Werthenstein,6106,Werthenstein,LU,731,0,0,1,1.367989056
